location,zone,month,GHI_monthly,DNI_monthly
Sindhupalchok,Central Hills,5,173.67052631578946,145.4936842105263
Sindhupalchok,Central Hills,6,137.2957894736842,94.33052631578947
Sindhupalchok,Central Hills,7,99.31894736842105,44.52421052631579
Sindhupalchok,Central Hills,8,105.37684210526317,52.891052631578944
Sindhupalchok,Central Hills,9,108.48368421052632,73.28894736842105
Sindhupalchok,Central Hills,10,121.82736842105264,123.66315789473684
Sindhupalchok,Central Hills,11,107.3978947368421,136.88052631578947
Sindhupalchok,Central Hills,12,105.08526315789473,154.10473684210524
Siraha,Eastern Terai,1,124.28473684210526,188.67473684210526
Siraha,Eastern Terai,2,137.10736842105263,185.0557894736842
Siraha,Eastern Terai,3,185.49315789473684,223.70000000000002
Siraha,Eastern Terai,4,197.7178947368421,214.14947368421053
Siraha,Eastern Terai,5,190.71947368421053,182.40105263157895
Siraha,Eastern Terai,6,152.01368421052632,123.37315789473685
Siraha,Eastern Terai,7,123.33736842105263,83.18
Siraha,Eastern Terai,8,125.93473684210528,91.95473684210526
Siraha,Eastern Terai,9,123.27157894736841,108.86263157894736
Siraha,Eastern Terai,10,138.18421052631578,161.9463157894737
Siraha,Eastern Terai,11,125.85631578947368,179.41736842105263
Siraha,Eastern Terai,12,116.45421052631579,183.04631578947368
Solukhumbu,Central Hills,1,120.50578947368422,175.66473684210527
Solukhumbu,Central Hills,2,135.9936842105263,174.83315789473684
Solukhumbu,Central Hills,3,181.41105263157894,202.20947368421054
Solukhumbu,Central Hills,4,190.80315789473684,185.4221052631579
Solukhumbu,Central Hills,5,180.2473684210526,153.12052631578948
Solukhumbu,Central Hills,6,138.16842105263157,95.48736842105264
Solukhumbu,Central Hills,7,103.8078947368421,50.18578947368421
Solukhumbu,Central Hills,8,108.22315789473683,57.32210526315789
Solukhumbu,Central Hills,9,111.69105263157896,81.22315789473684
Solukhumbu,Central Hills,10,133.72684210526316,140.92842105263156
Solukhumbu,Central Hills,11,121.26684210526317,164.49947368421053
Solukhumbu,Central Hills,12,111.07894736842105,168.1015789473684
Sunsari,Eastern Terai,1,117.82578947368421,170.81631578947366
Sunsari,Eastern Terai,2,125.00842105263158,158.9584210526316
Sunsari,Eastern Terai,3,169.7721052631579,195.72473684210527
Sunsari,Eastern Terai,4,178.30736842105264,182.96684210526314
Sunsari,Eastern Terai,5,166.3757894736842,145.18421052631578
Sunsari,Eastern Terai,6,128.4478947368421,91.74105263157894
Sunsari,Eastern Terai,7,106.60263157894737,64.07631578947368
Sunsari,Eastern Terai,8,114.77157894736841,76.2778947368421
Sunsari,Eastern Terai,9,114.46684210526315,96.73263157894738
Sunsari,Eastern Terai,10,130.9515789473684,149.20736842105262
Sunsari,Eastern Terai,11,117.27052631578947,159.02157894736843
Sunsari,Eastern Terai,12,110.33631578947367,166.06
Surkhet,Mid-West Hills,1,121.72684210526316,194.4
Surkhet,Mid-West Hills,2,133.7378947368421,183.19894736842107
Surkhet,Mid-West Hills,3,183.7221052631579,226.74157894736842
Surkhet,Mid-West Hills,4,201.56894736842105,224.46894736842106
Surkhet,Mid-West Hills,5,206.27631578947367,211.9436842105263
Surkhet,Mid-West Hills,6,165.69894736842107,148.2221052631579
Surkhet,Mid-West Hills,7,111.12157894736842,68.24315789473685
Surkhet,Mid-West Hills,8,115.68631578947368,78.8221052631579
Surkhet,Mid-West Hills,9,126.63105263157894,113.9321052631579
Surkhet,Mid-West Hills,10,143.51263157894735,181.78894736842108
Surkhet,Mid-West Hills,11,123.95473684210526,190.24631578947367
Surkhet,Mid-West Hills,12,115.65052631578948,189.36631578947367
Syangja,Western Hills,1,112.95473684210526,153.35105263157894
Syangja,Western Hills,2,120.24157894736842,144.7915789473684
Syangja,Western Hills,3,172.23157894736843,193.0363157894737
Syangja,Western Hills,4,185.98684210526315,185.9584210526316
Syangja,Western Hills,5,181.51157894736843,162.66368421052633
Syangja,Western Hills,6,142.07894736842104,107.22947368421052
Syangja,Western Hills,7,108.84684210526316,62.55578947368421
Syangja,Western Hills,8,112.74578947368421,71.44736842105263
Syangja,Western Hills,9,114.9678947368421,92.36
Syangja,Western Hills,10,131.78842105263158,144.71684210526314
Syangja,Western Hills,11,113.05736842105264,150.42105263157896
Syangja,Western Hills,12,107.28684210526316,157.5415789473684
Tanahun,Western Hills,1,115.31315789473683,167.46263157894737
Tanahun,Western Hills,2,125.23210526315789,162.55736842105264
Tanahun,Western Hills,3,173.53263157894736,198.6457894736842
Tanahun,Western Hills,4,188.88105263157894,201.23263157894738
Tanahun,Western Hills,5,183.3742105263158,171.94105263157894
Tanahun,Western Hills,6,141.90421052631578,111.27157894736841
Tanahun,Western Hills,7,104.51368421052632,58.9778947368421
Tanahun,Western Hills,8,110.10894736842106,71.84473684210526
Tanahun,Western Hills,9,114.39368421052632,95.53842105263158
Tanahun,Western Hills,10,132.72105263157894,151.24684210526317
Tanahun,Western Hills,11,115.07947368421054,160.63
Tanahun,Western Hills,12,108.46999999999998,172.10315789473685
Taplejung,Eastern Hills,1,113.34736842105262,160.48736842105262
Taplejung,Eastern Hills,2,117.14842105263159,142.3957894736842
Taplejung,Eastern Hills,3,156.92684210526318,170.74263157894737
Taplejung,Eastern Hills,4,171.89263157894737,169.1657894736842
Taplejung,Eastern Hills,5,164.2957894736842,134.54473684210527
Taplejung,Eastern Hills,6,126.11000000000001,82.9778947368421
Taplejung,Eastern Hills,7,100.06473684210526,51.17894736842105
Taplejung,Eastern Hills,8,110.50368421052633,65.64
Taplejung,Eastern Hills,9,113.58578947368422,92.40052631578946
Taplejung,Eastern Hills,10,131.59684210526316,148.8421052631579
Taplejung,Eastern Hills,11,113.07105263157894,152.2357894736842
Taplejung,Eastern Hills,12,106.32157894736842,158.88210526315788
Terhathum,Eastern Hills,1,114.7642105263158,159.78105263157894
Terhathum,Eastern Hills,2,119.64999999999999,144.0894736842105
Terhathum,Eastern Hills,3,164.25947368421052,184.0357894736842
Terhathum,Eastern Hills,4,173.9863157894737,171.04631578947368
Terhathum,Eastern Hills,5,166.13,142.33473684210526
Terhathum,Eastern Hills,6,126.47105263157894,89.42947368421054
Terhathum,Eastern Hills,7,101.60157894736842,57.92789473684211
Terhathum,Eastern Hills,8,111.16473684210527,68.43
Terhathum,Eastern Hills,9,113.49842105263157,93.23421052631579
Terhathum,Eastern Hills,10,131.81578947368422,147.87105263157895
Terhathum,Eastern Hills,11,115.36736842105263,152.96473684210525
Terhathum,Eastern Hills,12,108.65736842105262,160.1263157894737
Udayapur,Eastern Hills,1,115.94315789473684,161.99315789473684
Udayapur,Eastern Hills,2,126.7857894736842,158.3321052631579
Udayapur,Eastern Hills,3,172.8515789473684,194.15894736842105
Udayapur,Eastern Hills,4,182.4542105263158,185.08842105263156
Udayapur,Eastern Hills,5,171.3257894736842,146.30157894736843
Udayapur,Eastern Hills,6,132.96736842105264,93.77000000000001
Udayapur,Eastern Hills,7,109.46315789473685,64.16105263157894
Udayapur,Eastern Hills,8,115.9121052631579,76.01473684210526
Udayapur,Eastern Hills,9,115.79263157894736,96.54421052631578
Udayapur,Eastern Hills,10,130.73,143.56842105263158
Udayapur,Eastern Hills,11,116.65789473684211,154.2473684210526
Udayapur,Eastern Hills,12,108.58210526315789,158.6021052631579
